timestamp,lat,lon
2026-09-03T00:40:34Z,1.36381,103.66471
2026-09-03T00:40:36Z,1.36398,103.66553
2026-09-03T00:40:39Z,1.36393,103.66629
2026-09-03T00:40:41Z,1.36396,103.66714
2026-09-03T00:40:44Z,1.36384,103.66785
2026-09-03T00:40:46Z,1.36349,103.66866
2026-09-03T00:40:48Z,1.36336,103.66933
2026-09-03T00:40:51Z,1.36309,103.66998
2026-09-03T00:40:53Z,1.36284,103.67074
2026-09-03T00:40:56Z,1.36228,103.6713
2026-09-03T00:40:58Z,1.3619,103.67182
2026-09-03T00:41:00Z,1.36121,103.67238
2026-09-03T00:41:02Z,1.36058,103.67278
2026-09-03T00:41:05Z,1.36008,103.67317
2026-09-03T00:41:07Z,1.35935,103.67373
2026-09-03T00:41:09Z,1.3588,103.67414
2026-09-03T00:41:12Z,1.35815,103.6744
2026-09-03T00:41:14Z,1.3574,103.67472
2026-09-03T00:41:16Z,1.35687,103.67496
2026-09-03T00:41:19Z,1.35587,103.67513
2026-09-03T00:41:22Z,1.35503,103.67518
2026-09-03T00:41:24Z,1.35442,103.67519
2026-09-03T00:41:26Z,1.35415,103.67508
2026-09-03T00:41:29Z,1.35294,103.67496
2026-09-03T00:41:31Z,1.35205,103.67466
2026-09-03T00:41:34Z,1.3512,103.67433
2026-09-03T00:41:36Z,1.35038,103.67396
2026-09-03T00:41:38Z,1.3499,103.67363
2026-09-03T00:41:40Z,1.34939,103.67322
2026-09-03T00:41:43Z,1.3487,103.67258
2026-09-03T00:41:46Z,1.34801,103.67185
2026-09-03T00:41:48Z,1.34756,103.67128
2026-09-03T00:41:50Z,1.34716,103.67055
2026-09-03T00:41:53Z,1.34673,103.66974
2026-09-03T00:41:55Z,1.34642,103.66918
2026-09-03T00:41:58Z,1.34603,103.66791
2026-09-03T00:42:01Z,1.34609,103.66701
2026-09-03T00:42:03Z,1.34681,103.66618
2026-09-03T00:42:06Z,1.34772,103.66505
2026-09-03T00:42:09Z,1.34682,103.66438
2026-09-03T00:42:11Z,1.34663,103.66347
2026-09-03T00:42:14Z,1.34672,103.66222
2026-09-03T00:42:16Z,1.34699,103.66141
2026-09-03T00:42:20Z,1.34777,103.66013
2026-09-03T00:42:22Z,1.34836,103.65952
2026-09-03T00:42:25Z,1.34901,103.65888
2026-09-03T00:42:28Z,1.34988,103.65824
2026-09-03T00:42:30Z,1.35078,103.65771
2026-09-03T00:42:33Z,1.35176,103.6574
2026-09-03T00:42:35Z,1.35265,103.6572
2026-09-03T00:42:37Z,1.35344,103.65705
2026-09-03T00:42:40Z,1.35454,103.65698
2026-09-03T00:42:42Z,1.35548,103.65696
2026-09-03T00:42:45Z,1.35651,103.6571
2026-09-03T00:42:47Z,1.35744,103.65733
2026-09-03T00:42:49Z,1.35831,103.65767
2026-09-03T00:42:52Z,1.35925,103.65808
2026-09-03T00:42:54Z,1.36,103.65852
2026-09-03T00:42:58Z,1.36097,103.6592
2026-09-03T00:43:00Z,1.36163,103.65984
2026-09-03T00:43:03Z,1.36192,103.66047
2026-09-03T00:43:06Z,1.36249,103.66128
2026-09-03T00:43:08Z,1.36296,103.66209
2026-09-03T00:43:11Z,1.36358,103.66318
2026-09-03T00:43:14Z,1.36377,103.66388
2026-09-03T00:43:16Z,1.36402,103.66495
2026-09-03T00:43:20Z,1.36404,103.66608
2026-09-03T00:43:22Z,1.36394,103.66691
2026-09-03T00:43:24Z,1.36392,103.66767
2026-09-03T00:43:26Z,1.36374,103.66846
2026-09-03T00:43:29Z,1.36325,103.66913
2026-09-03T00:43:31Z,1.36297,103.66977
2026-09-03T00:43:33Z,1.36241,103.67046
2026-09-03T00:43:35Z,1.36222,103.6712
2026-09-03T00:43:38Z,1.36183,103.67207
2026-09-03T00:43:41Z,1.36134,103.6728
2026-09-03T00:43:44Z,1.36082,103.67325
2026-09-03T00:43:47Z,1.36,103.67406
2026-09-03T00:43:49Z,1.35905,103.67445
2026-09-03T00:43:51Z,1.35834,103.67461
2026-09-03T00:43:53Z,1.35767,103.67489
2026-09-03T00:43:56Z,1.35679,103.67504
2026-09-03T00:43:58Z,1.35585,103.6751
2026-09-03T00:44:01Z,1.35508,103.6751
2026-09-03T00:44:03Z,1.35418,103.67511
2026-09-03T00:44:06Z,1.35345,103.67504
2026-09-03T00:44:08Z,1.35275,103.67487
2026-09-03T00:44:10Z,1.35177,103.6745
2026-09-03T00:44:12Z,1.35119,103.67423
2026-09-03T00:44:15Z,1.35024,103.6738
2026-09-03T00:44:17Z,1.34961,103.67339
2026-09-03T00:44:20Z,1.3491,103.67299
2026-09-03T00:44:22Z,1.34833,103.67233
2026-09-03T00:44:24Z,1.34777,103.67171
2026-09-03T00:44:26Z,1.34731,103.67116
2026-09-03T00:44:29Z,1.34697,103.67047
2026-09-03T00:44:31Z,1.34663,103.6698
2026-09-03T00:44:33Z,1.34629,103.66894
2026-09-03T00:44:36Z,1.34597,103.668
2026-09-03T00:44:39Z,1.34576,103.66705
2026-09-03T00:44:41Z,1.34569,103.66617
2026-09-03T00:44:43Z,1.34568,103.66531
2026-09-03T00:44:46Z,1.34573,103.66426
2026-09-03T00:44:49Z,1.34603,103.6633
2026-09-03T00:44:52Z,1.3465,103.66228
2026-09-03T00:44:54Z,1.34679,103.66154
2026-09-03T00:44:57Z,1.34729,103.66077
2026-09-03T00:44:59Z,1.34779,103.6601
2026-09-03T00:45:01Z,1.34837,103.65948
2026-09-03T00:45:04Z,1.34908,103.65882
2026-09-03T00:45:06Z,1.34978,103.65834
2026-09-03T00:45:08Z,1.35055,103.65794
2026-09-03T00:45:11Z,1.35138,103.65751
2026-09-03T00:45:13Z,1.35239,103.65729
2026-09-03T00:45:16Z,1.35318,103.6571
2026-09-03T00:45:18Z,1.35416,103.65694
2026-09-03T00:45:21Z,1.35516,103.65691
2026-09-03T00:45:23Z,1.35612,103.65708
2026-09-03T00:45:26Z,1.35709,103.65726
2026-09-03T00:45:28Z,1.35798,103.6575
2026-09-03T00:45:30Z,1.35876,103.65779
2026-09-03T00:45:32Z,1.35959,103.65827
2026-09-03T00:45:35Z,1.36032,103.65874
2026-09-03T00:45:37Z,1.36097,103.65936
2026-09-03T00:45:40Z,1.36168,103.66006
2026-09-03T00:45:42Z,1.36228,103.66079
2026-09-03T00:45:45Z,1.36298,103.66173
2026-09-03T00:45:47Z,1.36337,103.66245
2026-09-03T00:45:50Z,1.36376,103.66344
2026-09-03T00:45:53Z,1.3639,103.66428
2026-09-03T00:45:55Z,1.364,103.66506
2026-09-03T00:45:57Z,1.36402,103.66604
2026-09-03T00:46:00Z,1.36401,103.66682
2026-09-03T00:46:02Z,1.36395,103.66759
2026-09-03T00:46:04Z,1.3637,103.66834
2026-09-03T00:46:06Z,1.36347,103.66924
2026-09-03T00:46:08Z,1.36312,103.66984
2026-09-03T00:46:11Z,1.36273,103.67056
2026-09-03T00:46:13Z,1.36244,103.67116
2026-09-03T00:46:15Z,1.36192,103.67185
2026-09-03T00:46:17Z,1.36133,103.67258
2026-09-03T00:46:20Z,1.36082,103.67305
2026-09-03T00:46:22Z,1.36031,103.67352
2026-09-03T00:46:24Z,1.35974,103.67397
2026-09-03T00:46:26Z,1.35889,103.67439
2026-09-03T00:46:30Z,1.35777,103.67471
2026-09-03T00:46:32Z,1.35703,103.67481
2026-09-03T00:46:34Z,1.35601,103.675
2026-09-03T00:46:37Z,1.35521,103.67499
2026-09-03T00:46:39Z,1.35438,103.67498
2026-09-03T00:46:41Z,1.35355,103.67493
2026-09-03T00:46:44Z,1.35289,103.67481
2026-09-03T00:46:46Z,1.35196,103.67458
2026-09-03T00:46:49Z,1.35106,103.67423
2026-09-03T00:46:51Z,1.35041,103.67389
2026-09-03T00:46:54Z,1.34956,103.67339
2026-09-03T00:46:56Z,1.34897,103.67294
2026-09-03T00:46:58Z,1.34842,103.67245
2026-09-03T00:47:01Z,1.34766,103.67159
2026-09-03T00:47:04Z,1.34701,103.67075
2026-09-03T00:47:06Z,1.34667,103.67004
2026-09-03T00:47:09Z,1.34626,103.66924
2026-09-03T00:47:11Z,1.34601,103.66856
2026-09-03T00:47:13Z,1.34576,103.66764
2026-09-03T00:47:16Z,1.34568,103.66669
2026-09-03T00:47:19Z,1.34564,103.66569
2026-09-03T00:47:22Z,1.3458,103.66461
2026-09-03T00:47:24Z,1.346,103.6637
2026-09-03T00:47:26Z,1.34632,103.66276
2026-09-03T00:47:29Z,1.34663,103.66185
2026-09-03T00:47:32Z,1.34711,103.66084
2026-09-03T00:47:34Z,1.3478,103.66017
2026-09-03T00:47:36Z,1.34828,103.65963
2026-09-03T00:47:39Z,1.3491,103.65887
2026-09-03T00:47:41Z,1.3498,103.65829
2026-09-03T00:47:43Z,1.3506,103.65788
2026-09-03T00:47:45Z,1.35133,103.6575
2026-09-03T00:47:48Z,1.35238,103.65716
2026-09-03T00:47:50Z,1.35334,103.65684
2026-09-03T00:47:53Z,1.35446,103.65683
2026-09-03T00:47:55Z,1.35537,103.65687
2026-09-03T00:47:57Z,1.35628,103.65698
2026-09-03T00:48:00Z,1.35708,103.65722
2026-09-03T00:48:02Z,1.35793,103.65745
2026-09-03T00:48:04Z,1.35898,103.65789
2026-09-03T00:48:07Z,1.35992,103.65845
2026-09-03T00:48:09Z,1.36059,103.659
2026-09-03T00:48:12Z,1.36132,103.6597
2026-09-03T00:48:14Z,1.36186,103.66026
2026-09-03T00:48:17Z,1.3626,103.66122
2026-09-03T00:48:19Z,1.36311,103.66199
2026-09-03T00:48:22Z,1.36338,103.66292
2026-09-03T00:48:25Z,1.36361,103.66386
2026-09-03T00:48:27Z,1.36363,103.66463
2026-09-03T00:48:30Z,1.36374,103.66553
2026-09-03T00:48:32Z,1.36374,103.66618
2026-09-03T00:48:34Z,1.36382,103.66724
2026-09-03T00:48:36Z,1.36374,103.66796
2026-09-03T00:48:39Z,1.36368,103.66877
2026-09-03T00:48:41Z,1.36348,103.66936
2026-09-03T00:48:43Z,1.36305,103.67014
2026-09-03T00:48:46Z,1.36265,103.67092
2026-09-03T00:48:48Z,1.36223,103.67142
2026-09-03T00:48:51Z,1.36162,103.67219
2026-09-03T00:48:53Z,1.36097,103.67255
2026-09-03T00:48:56Z,1.36036,103.67304
2026-09-03T00:48:58Z,1.35992,103.67342
2026-09-03T00:49:01Z,1.35921,103.67393
2026-09-03T00:49:03Z,1.35828,103.67417
2026-09-03T00:49:06Z,1.35752,103.67441
2026-09-03T00:49:08Z,1.35692,103.67463
2026-09-03T00:49:10Z,1.35634,103.67488
2026-09-03T00:49:13Z,1.35574,103.675
2026-09-03T00:49:15Z,1.35516,103.67504
2026-09-03T00:49:18Z,1.35434,103.67506
2026-09-03T00:49:21Z,1.35328,103.6749
2026-09-03T00:49:23Z,1.35241,103.67467
2026-09-03T00:49:26Z,1.3517,103.67442
2026-09-03T00:49:28Z,1.35097,103.67413
2026-09-03T00:49:31Z,1.35034,103.67387
2026-09-03T00:49:34Z,1.34968,103.67335
2026-09-03T00:49:36Z,1.34907,103.67293
2026-09-03T00:49:39Z,1.34817,103.67217
2026-09-03T00:49:42Z,1.34748,103.67138
2026-09-03T00:49:45Z,1.34705,103.6706
2026-09-03T00:49:47Z,1.34665,103.66991
2026-09-03T00:49:49Z,1.34634,103.66917
2026-09-03T00:49:51Z,1.34596,103.66831
2026-09-03T00:49:54Z,1.34556,103.66728
2026-09-03T00:49:56Z,1.34546,103.66647
2026-09-03T00:49:58Z,1.34563,103.6657
2026-09-03T00:50:00Z,1.34574,103.6648
2026-09-03T00:50:03Z,1.34598,103.66396
2026-09-03T00:50:05Z,1.34618,103.66298
2026-09-03T00:50:07Z,1.34644,103.66209
2026-09-03T00:50:10Z,1.34694,103.6609
2026-09-03T00:50:12Z,1.34776,103.66009
2026-09-03T00:50:15Z,1.34847,103.65924
2026-09-03T00:50:17Z,1.34921,103.65859
2026-09-03T00:50:20Z,1.3502,103.65788
